item_id,large_category
1387492000,beverage
1335043000,instant
1396181000,cracker
1240214000,instant
1478912000,H&B
1348419000,daily
1100871000,daily
1289128000,daily
1167933000,cracker
1135415000,vegetable
1101474000,instant
1483047000,frozen_food
1342434000,frozen_food
1263085000,hygiene_product
1331338000,vegetable
20730000,fruit
1230818000,frozen_food
1316538000,frozen_food
32027000,vegetable
1503606000,kitchenalia
1112684000,instant
16890000,vegetable
26093000,vegetable
22922000,vegetable
1105043000,daily
30792000,beef
1046065000,liquor
1209906000,dried_seafood
1527962000,grain
1339848000,H&B
1177480000,frozen_food
1201467000,dried_seafood
1061722000,beverage
1483234000,instant
1343998000,daily
30978000,vegetable
21066000,vegetable
1400045000,frozen_food
1212636000,dried_seafood
30627000,vegetable
1121471000,daily
1484847000,liquor
14244000,pork
1314490000,daily
1527160000,hygiene_product
1276725000,frozen_food
1064548000,daily
1289424000,H&B
1470476000,seasoned_food
1347237000,daily
1491523000,seasoned_food
1464753000,vegetable
1253406000,seasoned_food
1399550000,frozen_food
22005000,vegetable
51067000,prepared_food
30803000,beef
1269953000,cracker
1280442000,cracker
1346869000,cracker
1418533000,cracker
1101947000,instant
1309021000,hygiene_product
1030387000,instant
1004513000,cracker
1452562000,bathroom&cleaning
5750732001,chandlery
1407231000,seasoned_food
1489318000,frozen_food
1272249000,seasoned_food
1348816000,seasoned_food
2960000,fish
1476949000,frozen_food
1107020000,frozen_food
1112334000,seasoned_food
1464184000,vegetable
1236775000,seasoned_food
5725153002,fiber_sundrygoods
5729505001,fiber_sundrygoods
1489512000,daily
32804000,fruit
24760000,fruit
30107000,prepared_food
1188462000,daily
32848000,vegetable
4624000,fruit
1467084000,cracker
1418537000,cracker
1146381000,daily
1314448000,kitchenalia
1388931000,dried_seafood
1214865000,kitchenalia
1112078000,seasoned_food
1409540000,instant
1082931000,frozen_food
335000,fruit
31357000,vegetable
26926000,fish
26708000,fish
1399067000,frozen_food
1272778000,tea
1320952000,vegetable
1095750000,daily
1469054000,daily
21612000,vegetable
1261104000,frozen_food
20442000,fish
1354167000,dried_seafood
1431875000,vegetable
1468374000,daily
1473952000,daily
1469083000,daily
1469192000,daily
1468497000,daily
1501026000,vegetable
29829000,fish
14238000,pork
1325782000,daily
1406265000,frozen_food
1348734000,chicken
1388900000,dried_seafood
31265000,vegetable
5717609001,underwear
7120000,prepared_food
30657000,vegetable
30716000,fish
1055897000,daily
1233248000,vegetable
16094000,vegetable
14242000,pork
1396296000,daily
21373000,vegetable
13539000,vegetable
24010000,vegetable
20290000,vegetable
1204128000,daily
1469133000,daily
1495258000,daily
31108000,vegetable
1105079000,daily
30982000,vegetable
19443000,vegetable
1041194000,daily
1140516000,seasoned_food
25859000,fruit
1174523000,dried_seafood
1500982000,frozen_food
1401921000,daily
1324975000,dried_seafood
1183984000,frozen_food
1132957000,frozen_food
1169697000,frozen_food
1122976000,seasoned_food
1122977000,seasoned_food
1492595000,H&B
1295149000,dried_seafood
5591915001,chandlery
1351912000,tea
1426872000,tea
1016032000,detergent
1371522000,frozen_food
1241888000,frozen_food
1275713000,detergent
1394856000,dried_seafood
30794000,beef
2999000,fish
30758000,fish
30645000,vegetable
1197499000,frozen_food
1399619000,frozen_food
30547000,fruit
21611000,vegetable
1320953000,vegetable
1317776000,instant
10226000,vegetable
33620000,fruit
33124000,fruit
16521000,fruit
10835000,fruit
1327650000,cracker
1331388000,vegetable
33726000,fruit
1093136000,bathroom&cleaning
1395869000,cracker
1317761000,kitchenalia
1146517000,instant
1482937000,cracker
1291329000,daily
1376443000,cracker
1360000,prepared_food
25691000,prepared_food
26297000,vegetable
24059000,chicken
1198237000,seasoned_food
1381936000,liquor
26704000,vegetable
20704000,vegetable
30672000,vegetable
30665000,vegetable
1252022000,liquor
1108018000,beverage
30733000,fish
1227846000,daily
1313670000,frozen_food
1266860000,frozen_food
1351911000,tea
1485027000,kitchenalia
1284580000,daily
1271858000,cracker
1339433000,cracker
1271859000,cracker
1383815000,daily
1212761000,cracker
1331322000,vegetable
1246899000,chicken
1247832000,detergent
1184666000,beverage
25322000,vegetable
1396792000,cracker
1269551000,beverage
1080904000,daily
1063152000,cracker
1324316000,frozen_food
1493176000,cracker
1466014000,cracker
30333000,prepared_food
32400000,fruit
1482522000,chicken
1151615000,instant
1048398000,daily
1128403000,pet&home_and_garden
1236119000,seasoned_food
1152334000,seasoned_food
1324188000,hygiene_product
5742054001,fiber_sundrygoods
1102797000,detergent
1104150000,kitchenalia
1363696000,instant
1242360000,seasoned_food
1225752000,dried_seafood
32887000,fruit
1155345000,hygiene_product
1245350000,grain
1100968000,kitchenalia
1249148000,frozen_food
1094668000,chicken
1526953000,cracker
1489511000,daily
1231697000,seasoned_food
1072158000,instant
1471828000,liquor
15089000,prepared_food
1016216000,frozen_food
26381000,fruit
1300577000,frozen_food
9472000,fruit
1176772000,tea
1294024000,cracker
1308412000,daily
33255000,vegetable
31146000,vegetable
1009484000,instant
1133534000,seasoned_food
1210584000,instant
1417174000,instant
1308498000,seasoned_food
1049022000,seasoned_food
1311204000,daily
1279513000,seasoned_food
29596000,pork
1313684000,seasoned_food
1082000000,stationery
1276863000,cracker
519000,fish
18564000,vegetable
1331326000,vegetable
20652000,prepared_food
31130000,vegetable
30997000,vegetable
12023000,pork
1391099000,dried_seafood
1253780000,dried_seafood
1241155000,grain
21220000,prepared_food
1278791000,cracker
1466066000,cracker
30810000,pork
1210298000,kitchenalia
1328981000,cracker
1496638000,daily
1487234000,H&B
1456995000,daily
1032702000,instant
1476647000,instant
1460336000,detergent
5743084001,fiber_sundrygoods
1224702000,detergent
1478644000,seasoned_food
1012258000,seasoned_food
1046027000,seasoned_food
1400945000,kitchenalia
1164852000,seasoned_food
1512020000,frozen_food
1358097000,daily
1464040000,grain
1075050000,vegetable
51241000,vegetable
1135414000,vegetable
1494164000,chicken
1390034000,daily
1237057000,liquor
1472506000,cracker
1299290000,cracker
1382921000,beverage
1471806000,beverage
1252117000,seasoned_food
1032482000,daily
30797000,beef
1353174000,seasoned_food
1121453000,kitchenalia
1149980000,seasoned_food
1105028000,daily
1472317000,seasoned_food
1212407000,instant
1467412000,hygiene_product
1253359000,kitchenalia
1086823000,kitchenalia
1381935000,liquor
24616000,prepared_food
1206936000,chicken
1393978000,daily
1408489000,cracker
1257246000,cracker
31005000,prepared_food
1025109000,kitchenalia
1216550000,interior
18990000,beef
1316275000,hygiene_product
1107189000,detergent
1473459000,liquor
1345172000,liquor
1325176000,seasoned_food
1317479000,instant
29601000,pork
1299324000,frozen_food
9237000,pork
25622000,fish
5733821002,fiber_sundrygoods
1197092000,H&B
1135831000,frozen_food
1515451000,dried_seafood
32150000,vegetable
1338837000,instant
1462271000,cracker
1052000,beef
30818000,pork
24865000,vegetable
22811000,prepared_food
14962000,chicken
31107000,vegetable
14301000,chicken
1449667000,instant
1293962000,seasoned_food
14490000,vegetable
1070129000,tea
9633000,fish
1398881000,seasoned_food
1489928000,tea
1242614000,liquor
4660000,fruit
1486885000,frozen_food
1477862000,frozen_food
30767000,fish
23727000,vegetable
1494501000,daily
1494502000,daily
23185000,fruit
1082442000,daily
8063000,vegetable
1081370000,grain
10240000,vegetable
1331342000,vegetable
30589000,fruit
1310895000,beverage
1371985000,seasoned_food
1066623000,beverage
1313171000,beverage
1177415000,dried_seafood
1203668000,H&B
13375000,fruit
19832000,chicken
1493503000,instant
5717617003,underwear
5625751006,fiber_sundrygoods
1243333000,cracker
1004025000,daily
1172024000,instant
33179000,vegetable
1474668000,dried_seafood
1106161000,beverage
17807000,prepared_food
1226744000,kitchenalia
1334473000,dried_seafood
1104153000,kitchenalia
1323771000,tea
1304810000,kitchenalia
1348031000,kitchenalia
25782000,fruit
1164477000,kitchenalia
1026335000,tea
1235468000,daily
24985000,fruit
1245340000,grain
23974000,prepared_food
20440000,fruit
1311970000,liquor
1004027000,daily
1051353000,cracker
1187841000,interior
1378382000,beverage
1314844000,vegetable
1167561000,frozen_food
1048392000,daily
1196946000,seasoned_food
1158639000,frozen_food
1239017000,frozen_food
1106157000,beverage
30667000,vegetable
1248899000,daily
30399000,pork
30395000,pork
16069000,fruit
24091000,vegetable
24083000,vegetable
1377988000,cracker
1284368000,cracker
8943000,vegetable
1276860000,cracker
1220792000,instant
21356000,vegetable
1608000,vegetable
1106064000,instant
11787000,beef
1177728000,daily
4201000,prepared_food
1355573000,cracker
11792000,beef
1470321000,cracker
1032701000,instant
33828000,vegetable
11779000,beef
1304545000,cracker
1121474000,daily
1173995000,grain
11791000,beef
1315745000,dried_seafood
1073779000,grain
30604000,fish
30001000,prepared_food
1249053000,seasoned_food
1106960000,cracker
1223193000,dried_seafood
1169791000,tea
1599000,vegetable
1284351000,cracker
12531000,prepared_food
1310076000,instant
1130724000,instant
19653000,prepared_food
1360394000,hygiene_product
1139426000,daily
1294487000,tea
1109251000,daily
1271869000,cracker
1371599000,cracker
1285171000,cracker
1082751000,cracker
1275352000,cracker
1399477000,cracker
7731000,vegetable
1025737000,liquor
1004181000,grain
24089000,vegetable
29607000,fruit
19240000,vegetable
1348218000,H&B
1501029000,vegetable
1462667000,chicken
30675000,vegetable
30791000,beef
24245000,beef
32541000,fruit
15729000,fish
1133608000,interior
1231155000,daily
1345751000,cracker
1269799000,cracker
1396298000,daily
1375257000,seasoned_food
1344208000,cracker
1271870000,cracker
1480320000,daily
1156361000,frozen_food
1212483000,dried_seafood
1382086000,seasoned_food
1253078000,daily
21414000,fish
1122776000,seasoned_food
1253409000,seasoned_food
1498756000,frozen_food
1086024000,frozen_food
1064943000,frozen_food
1047017000,frozen_food
1253143000,frozen_food
1076126000,instant
1388934000,seasoned_food
1312815000,seasoned_food
1113457000,instant
1250709000,instant
1145176000,instant
1460719000,frozen_food
1460720000,frozen_food
1368749000,daily
13278000,fruit
1481947000,daily
1051006000,daily
1137090000,frozen_food
15181000,prepared_food
30821000,pork
1487520000,bathroom&cleaning
1113098000,bathroom&cleaning
1233229000,bathroom&cleaning
1489917000,bathroom&cleaning
1281364000,kitchenalia
1275064000,H&B
1109255000,daily
1496545000,bathroom&cleaning
1223162000,daily
1273017000,daily
1379526000,daily
1369127000,interior
1325428000,instant
1417171000,instant
1325166000,seasoned_food
1003975000,vehicle
1316781000,dried_seafood
5717561001,underwear
5717264001,underwear
5717557001,underwear
1211151000,vegetable
1287704000,chicken
13552000,vegetable
1288999000,cracker
1174526000,dried_seafood
10231000,vegetable
1422409000,daily
1060813000,frozen_food
1253792000,dried_seafood
2105000,fruit
30517000,prepared_food
2302000,prepared_food
30987000,vegetable
3073000,fish
31645000,fish
1196763000,detergent
1381329000,cracker
1136144000,beverage
1386978000,daily
1194593000,frozen_food
1126493000,daily
1256607000,daily
1299303000,vehicle
1033693000,daily
1255862000,cracker
1325492000,cracker
1385504000,hygiene_product
1310503000,frozen_food
1289129000,daily
1326710000,cracker
1198962000,instant
1201951000,interior
1464894000,instant
1490988000,instant
1498879000,frozen_food
1471040000,daily
1528994000,H&B
1151045000,dried_seafood
13029000,fish
4134000,vegetable
14240000,pork
30974000,vegetable
33820000,fruit
21177000,prepared_food
1462665000,chicken
1464871000,kitchenalia
1129562000,kitchenalia
25949000,fish
32855000,fruit
1324505000,cracker
1320951000,vegetable
1043938000,daily
1102956000,daily
1245546000,frozen_food
1328973000,cracker
1233251000,vegetable
1178940000,frozen_food
1348110000,dried_seafood
1289184000,frozen_food
50009000,prepared_food
1318159000,instant
30789000,beef
1118660000,frozen_food
1336863000,frozen_food
1348042000,beverage
1170748000,beverage
1371769000,cracker
1486153000,daily
1486184000,daily
1472497000,seasoned_food
1340414000,daily
11782000,beef
15966000,fruit
1250616000,vegetable
25385000,vegetable
26105000,vegetable
1061888000,daily
31990000,vegetable
1466112000,seasoned_food
1207637000,grain
1382882000,beverage
1464898000,instant
1464897000,instant
1464896000,instant
1464895000,instant
1174189000,seasoned_food
1122023000,seasoned_food
1398019000,daily
1493329000,daily
1239696000,kitchenalia
1127356000,seasoned_food
1071728000,bathroom&cleaning
1336747000,beverage
30726000,fish
1033831000,cracker
1160511000,cracker
1194159000,daily
1276858000,cracker
1472606000,beverage
1389340000,cracker
1312400000,instant
1025475000,instant
1269126000,frozen_food
1061724000,beverage
1476880000,cracker
1469144000,daily
1205762000,seasoned_food
25788000,pork
1017284000,seasoned_food
14779000,pork
22966000,vegetable
1055484000,stationery
1332988000,instant
1152335000,seasoned_food
1175150000,dried_seafood
31115000,vegetable
1144245000,pet&home_and_garden
1291061000,cracker
1201471000,dried_seafood
1388784000,instant
1263369000,cracker
1078083000,tea
1289508000,instant
1197007000,seasoned_food
1133264000,frozen_food
1228347000,seasoned_food
1167570000,daily
51119000,prepared_food
30843000,beef
31036000,vegetable
18456000,vegetable
1464760000,vegetable
14731000,beef
1136999000,kitchenalia
10249000,vegetable
2888000,fish
1472509000,cracker
1099340000,beverage
1400297000,liquor
1350458000,dried_seafood
25821000,fruit
1226723000,beverage
24630000,vegetable
1375153000,daily
1491243000,instant
1228133000,instant
1245212000,instant
1187487000,instant
1478648000,cracker
25463000,chicken
1306921000,daily
1375255000,seasoned_food
1400790000,seasoned_food
1464751000,vegetable
17035000,vegetable
1353680000,instant
16893000,vegetable
31096000,fish
1030163000,dried_seafood
19654000,prepared_food
1394279000,daily
1374414000,frozen_food
31133000,vegetable
30986000,vegetable
1496185000,daily
1263094000,vegetable
1271861000,cracker
1355926000,beverage
1190074000,grain
1349600000,liquor
1237062000,liquor
1096110000,cracker
4928000,vegetable
1346891000,cracker
1276043000,cracker
1472476000,instant
1295035000,frozen_food
17635000,prepared_food
1397696000,chicken
23365000,vegetable
17597000,prepared_food
1396578000,cracker
1396580000,cracker
1396579000,cracker
1276842000,cracker
1482010000,daily
1275389000,cracker
1289851000,kitchenalia
1338317000,beverage
1320682000,stationery
1160682000,grain
1343116000,instant
1300582000,frozen_food
31089000,beef
1079991000,seasoned_food
1269569000,chicken
30717000,fish
50023000,prepared_food
23602000,vegetable
1093353000,tea
1331175000,stationery
1286673000,frozen_food
1331777000,beverage
1303471000,liquor
1120928000,instant
1085680000,cracker
1350500000,beverage
25692000,prepared_food
1271520000,cracker
31243000,pork
1321896000,seasoned_food
1317597000,frozen_food
1259568000,chicken
1319920000,daily
1240011000,liquor
1077428000,frozen_food
1464759000,vegetable
1354693000,vegetable
1385475000,chicken
1385618000,beverage
1380000000,beverage
1420141000,frozen_food
1245046000,detergent
1473311000,stationery
1047319000,stationery
1494107000,chicken
1491520000,seasoned_food
1415377000,daily
1413879000,seasoned_food
1051954000,instant
23909000,vegetable
1106067000,instant
1472531000,H&B
1256040000,bathroom&cleaning
1256043000,bathroom&cleaning
5745022001,fiber_sundrygoods
1098547000,dried_seafood
1481344000,bathroom&cleaning
1092969000,hygiene_product
1272922000,detergent
1330781000,hygiene_product
12080000,prepared_food
1250991000,vehicle
5630684003,underwear
1344284000,hygiene_product
1294490000,tea
1478609000,frozen_food
1296161000,cracker
1471108000,daily
1305274000,cracker
1376816000,H&B
1182128000,cracker
1178193000,seasoned_food
1122721000,frozen_food
1104795000,daily
1472502000,cracker
1330086000,instant
1286851000,instant
1174525000,dried_seafood
26810000,chicken
1128408000,pet&home_and_garden
1251903000,pet&home_and_garden
1219531000,vehicle
1336433000,H&B
22188000,prepared_food
1308240000,H&B
1478915000,H&B
1167571000,daily
1351679000,daily
1423320000,seasoned_food
24356000,fish
1179395000,pet&home_and_garden
1175152000,dried_seafood
22290000,prepared_food
24922000,prepared_food
1386632000,kitchenalia
1386630000,kitchenalia
1010342000,frozen_food
1474060000,daily
1246354000,cracker
11789000,beef
20292000,vegetable
31039000,vegetable
1350780000,seasoned_food
29592000,pork
1350493000,hygiene_product
1206116000,tea
1471805000,beverage
1369760000,daily
1267813000,daily
1310502000,cracker
1057005000,frozen_food
16504000,chicken
1329491000,cracker
1092253000,instant
1482008000,liquor
1269125000,frozen_food
1271860000,cracker
33296000,pork
1290273000,cracker
1271518000,cracker
1350392000,cracker
18458000,vegetable
1015029000,H&B
1224659000,frozen_food
1223958000,hygiene_product
1330759000,hygiene_product
1122907000,detergent
1408491000,frozen_food
30995000,vegetable
26811000,chicken
1021070000,pet&home_and_garden
5622440001,chandlery
1081008000,detergent
1527963000,grain
1399738000,frozen_food
1344255000,seasoned_food
1137197000,kitchenalia
1001982000,kitchenalia
1242840000,instant
1101630000,daily
1356785000,instant
17027000,fruit
1082571000,kitchenalia
1242355000,seasoned_food
1381373000,cracker
1312801000,cracker
1411559000,beverage
23187000,fruit
25120000,vegetable
1494065000,cracker
1336415000,H&B
1226725000,beverage
1351815000,cracker
5561262001,chandlery
5549483001,chandlery
1130964000,instant
1054065000,seasoned_food
32701000,fruit
1085514000,instant
26329000,vegetable
1303333000,vegetable
30284000,prepared_food
1472493000,tea
30763000,fish
1151040000,dried_seafood
31116000,vegetable
1111713000,tea
1151999000,tea
1464901000,instant
1464900000,instant
1055450000,daily
1464749000,vegetable
1039130000,daily
1486198000,H&B
1504257000,frozen_food
1370302000,vegetable
1213883000,seasoned_food
29439000,fish
1472618000,beverage
1198248000,dried_seafood
1291096000,instant
30786000,beef
1349930000,daily
1472320000,chicken
20005000,prepared_food
1274952000,cracker
1018849000,beverage
1331386000,vegetable
1489093000,seasoned_food
1046011000,frozen_food
1232209000,frozen_food
1075125000,instant
1273632000,instant
1344750000,instant
1344754000,instant
1091809000,instant
7129000,prepared_food
6175000,fish
1093099000,interior
1351499000,interior
1035040000,cracker
1369877000,bathroom&cleaning
16669000,vegetable
1474230000,cracker
1359937000,tea
30754000,vegetable
1474235000,cracker
5611329001,baby_product
26639000,vegetable
30649000,vegetable
14958000,prepared_food
1283025000,seasoned_food
1350305000,seasoned_food
1291210000,instant
16529000,fruit
10488000,beef
1260517000,seasoned_food
22773000,vegetable
33705000,fruit
1284847000,instant
1315733000,cracker
1315723000,cracker
1175769000,cracker
1525968000,grain
1172699000,seasoned_food
1477774000,dried_seafood
33724000,fruit
1111856000,seasoned_food
33797000,fruit
1320950000,vegetable
1489206000,frozen_food
32841000,fruit
1484231000,vegetable
29595000,pork
1101576000,frozen_food
1072315000,dried_seafood
1019222000,grain
1313926000,instant
1291934000,instant
1198455000,liquor
1324149000,frozen_food
1468813000,daily
1256709000,instant
1386622000,grain
1192240000,frozen_food
1305171000,frozen_food
1249149000,instant
1012473000,instant
1315715000,instant
1344752000,instant
1251238000,tea
1258020000,seasoned_food
1185979000,instant
1476805000,cracker
1395789000,cracker
1503352000,cracker
1346331000,dried_seafood
1044366000,daily
1036135000,beverage
1339432000,cracker
1352354000,beverage
1283368000,cracker
1356601000,frozen_food
1122444000,tea
1381388000,liquor
1062931000,stationery
1469118000,daily
16474000,fruit
1382085000,seasoned_food
1316349000,seasoned_food
32490000,fruit
1372280000,cracker
1079318000,cracker
1179724000,instant
1180058000,instant
30980000,vegetable
1380290000,liquor
1329493000,cracker
1308355000,interior
5725153001,fiber_sundrygoods
1489119000,seasoned_food
1377649000,seasoned_food
1347236000,daily
1071258000,detergent
1252049000,frozen_food
1090516000,kitchenalia
1266564000,stationery
1091325000,cracker
1308356000,interior
1188750000,stationery
1439603000,stationery
1262531000,stationery
1422556000,seasoned_food
1206939000,chicken
1170662000,tea
1122775000,seasoned_food
30669000,vegetable
1344602000,vegetable
1253145000,frozen_food
1359989000,kitchenalia
23743000,vegetable
1529440000,frozen_food
1232135000,beverage
1399551000,frozen_food
1211160000,vegetable
1482828000,H&B
1482829000,H&B
1483076000,daily
1484245000,daily
5569601001,chandlery
1132979000,beverage
1167529000,frozen_food
1281317000,H&B
51005000,prepared_food
32040000,prepared_food
1350272000,cracker
23275000,beef
1280437000,cracker
1484603000,grain
1325614000,kitchenalia
33830000,vegetable
1396184000,cracker
1099844000,beverage
1468359000,daily
1383020000,frozen_food
1035251000,cracker
1269096000,liquor
1400308000,liquor
23367000,vegetable
1286475000,cracker
1273735000,cracker
1395870000,cracker
1036271000,frozen_food
1348567000,beverage
1374961000,cracker
1305199000,daily
15016000,prepared_food
31020000,prepared_food
31018000,prepared_food
14239000,pork
1242358000,seasoned_food
1033364000,hygiene_product
1316458000,stationery
1316456000,stationery
1471110000,daily
1320764000,cracker
1353244000,cracker
1339431000,cracker
1078454000,cracker
1078457000,cracker
1314118000,cracker
1337864000,kitchenalia
1290283000,cracker
1385322000,cracker
5625067001,chandlery
5549505001,chandlery
5233605001,chandlery
5653765001,chandlery
5653766001,chandlery
1397563000,seasoned_food
19278000,fruit
1481561000,tea
1311963000,liquor
1096739000,liquor
1383517000,interior
31100000,vegetable
1210784000,detergent
22516000,fruit
1160448000,beverage
1248957000,daily
1381947000,liquor
1480340000,daily
1047911000,seasoned_food
30010000,prepared_food
1371627000,instant
25626000,fish
1502875000,frozen_food
31383000,fish
1197003000,seasoned_food
31739000,fish
1149776000,chicken
1260408000,chicken
1355939000,frozen_food
5651521004,underwear
1241463000,H&B
5253389001,chandlery
1254692000,stationery
7365000,vegetable
1527953000,tea
1355984000,liquor
1135822000,detergent
1290220000,beverage
1048396000,daily
1337731000,daily
1332168000,cracker
23500000,vegetable
25324000,vegetable
1372004000,tea
1323770000,tea
1493235000,daily
1485178000,cracker
13563000,fruit
1372228000,seasoned_food
1275761000,beverage
1342285000,detergent
1489126000,seasoned_food
1113306000,tea
1474056000,daily
1140515000,seasoned_food
1474055000,daily
1476879000,cracker
1151037000,dried_seafood
1316644000,H&B
1139316000,tea
1477680000,frozen_food
1273509000,frozen_food
1379867000,hygiene_product
1379863000,hygiene_product
1484951000,seasoned_food
1079285000,instant
1321105000,instant
1368124000,stationery
1306516000,frozen_food
1336460000,beverage
1355643000,daily
1084387000,frozen_food
1492415000,stationery
1334576000,tea
1399058000,detergent
26109000,vegetable
1296098000,tea
1211121000,vegetable
14141000,pork
1475934000,H&B
1477800000,instant
14599000,fruit
20125000,fruit
1342143000,tea
1378508000,instant
1016219000,frozen_food
1254199000,daily
13040000,prepared_food
1489586000,daily
1252208000,seasoned_food
1397775000,cracker
1212457000,cracker
1196975000,seasoned_food
1481340000,bathroom&cleaning
10244000,vegetable
13021000,fruit
1732000,fruit
1168536000,daily
1196945000,seasoned_food
1496886000,frozen_food
5643223001,chandlery
1528555000,pet&home_and_garden
1528556000,pet&home_and_garden
1347479000,dried_seafood
1318209000,cracker
1130232000,cracker
1284346000,frozen_food
1158068000,frozen_food
1089073000,cracker
1318976000,seasoned_food
1251227000,tea
1291399000,frozen_food
1123325000,tea
1025238000,bathroom&cleaning
24090000,vegetable
1501031000,vegetable
1380785000,kitchenalia
1306977000,pet&home_and_garden
1210296000,kitchenalia
1284848000,instant
1358006000,cracker
1152205000,H&B
1009898000,instant
1305336000,detergent
1069993000,grain
1290002000,H&B
1381934000,liquor
1126491000,instant
1139099000,kitchenalia
1130101000,detergent
1214860000,kitchenalia
1344007000,kitchenalia
1253786000,dried_seafood
16011000,beef
10169000,beef
1253783000,dried_seafood
11767000,beef
30647000,vegetable
1480971000,vegetable
1231353000,stationery
1293895000,daily
1133366000,vegetable
1049562000,H&B
1272090000,seasoned_food
1237650000,vegetable
30303000,prepared_food
2909000,fish
30798000,beef
1369761000,daily
1123572000,frozen_food
1241142000,frozen_food
30691000,fish
1160613000,dried_seafood
18450000,vegetable
1127940000,frozen_food
1183916000,kitchenalia
1372108000,dried_seafood
1206317000,cracker
1389285000,bathroom&cleaning
1248897000,daily
25462000,chicken
1331327000,vegetable
1169922000,hygiene_product
1398182000,hygiene_product
1376442000,cracker
